comments,labels
خفن بودن بازی دکور معما طرف انرژی برخورد گیم مستر طرف انقدر خوش برخورد خونگرم بودن انگار ۱۰ ساله همو میشناسیم,0
کارشون خیلی درسته. جز ناقوس بقیه,0
مغرم نیاز تعریف منو افراد دبگه فکر نمیکنم دیگه نداشته باشه. چیز فوق,0
واب خیلی خوب بود دوبار بازیو بازی کردم خیلی بهم خوشگذشت بازم میرم هر قدر بری خسته نمیشی انقدر بازی جذاب پر دردسر ندیده بودم تیم خودش جذب کنه مرسی ازتون,0
بخوام نقطه ی شروع بازی بگم، باید ی دستمریزاد سرایدار خوابگاه بگم انقد خوب درجه شروع کرد محیط قرار داد، طوری ترس بازی همون ابتدا حتی حد اندازه ی کم حس میشد،واقعیتش معما دوس نداشتم چون نهایت نتیجه ای حل مشکل خوابگاه نداشتند،ولی نقطه ی مقابل اکتر کاملا حرفه ای هم لحاظ اکت حرکاتی خب هر جایی ممکن نیست شاهدشون باشیم البته نکته ی جالب تر اینکه وجود تعداد کمشون منتهی موضوع اصلا باعث نمیشد ترس بازی لحظه ای کم بشه، کل خسته نباشید میگم تیم خوب بازی خوابگاه چون جزو ۳ تا تجربه ی خوبم اتاق فرار شد.,1
قطعا یکی بهترین اتاق فرارای ایرانه,0
ممنون طراحی داستان،فضا دکور عالی ایراد کوچک داشت اینکه موسیقی خیلی بلند بود صدا صدا نمی رسید اگر کمی صدای موزیک حین بازی پایین تر باشد خیلی بهتر می,0
اه اه یموش ادم بی ادب هیچ ادبی اینا ندیدم یعنی اصن نرید خیلییی بده ۱۰۰درصد بازی معمایی برید نرید خیلی ممنونم کامتو میبینید نرید ممنون,1
اینکه بازی نکات مثبتی داشت کل متاسفانه تجربه,1
بک مناسب ، فضای بازی مناسب ، اکتورا کاملا خجالتمون اومدن ، ترس مناسب خلاصه اسکیپ روم کامل هستش قطعا ضرر نمیکنید 👌,0
عالی دمتون گرم توجه اینکه بازی تازه استارت خورده هیچ باگی نداشت لوکیشن بازی عالی خیلی قدیمیو خفن بود کاملا ترسو مینداخت جون آدم دکور فضا سازی عالی خیلی خوب بود اکتورا حرفه ای کار بلد بودن تعامل ترس عالی هرچی بگم کم گفتم شخصه عاشق سناریو متفاوت بازی شدم مخصوصا لوکیشن دمتون گرم کلی بازی چرت بازی بهم حال داد,1
بسیار جالب جذاب بود!,1
کل بازی خوبی بود کلی خوش گذشت یکم هیجان بازی استرسی باید باشه نبود داخل بازی,0
اول طبق روال معمول تشکر باید کرد تیم طراحی مجموعه (بلادی اسکیپ) بازی وادی السلام ابتدا بهتر میدونم توضیح بدم تمامی دوستان اسکیپ روم زحمت میکشن تفریح فراهم میکنن هرچند کوتاه واقعیت فاصله بگیریم دل بازی خوش باشیم. پس نظرات صرفا اگر خیلی مثبت نیست بهتر شدن بازی بهتر شدن صنعت نسبتا نوپا هستش . همیشه هم دید مثبتی نسبت مجموعه داران خوبی مثل بلادی اسکیپ دارم فرق اتاق فرار اتاق وحشت متوجه میشن. بازی: بخش اول محوریت؛ داستان بازی همونجوری اسمش پیداست قبرستان اتفاق میوفته سبک بگفته دوستان بر اساس معما های جذاب تئاتر تعاملی کمی ترس هستش. دوستان بازی تمامی نکات مهم اسکیپ روم رعایت کردن اعم امنیت فضا بجز نقطه ایجاد نکردن ترس بیهوده ، تاچ بیهوده بطور کلی همونجوری بالا هم گفتم فضای اسکیپ روم اتاق وحشت طرف هستید. (که بسیار ممنونم کارشون) بخش دوم فضا سازی: هرچند ساخت قبرستان خیلی فضا سازی سختی نیاز ندارد بهرحال خیلی دقیق ساخته شده یعنی کاملا حس حال قبرستان شب تاریک میبره البته شب باید ستاره اسمان ببینی حتی طراحی دوستان هم هستش بعلت نیاز تاریکی بخش فضا کامل نیست هرچند ۹۵ درصد دقیق جذاب ساخته شده. بخش سوم دکور: دکور اسکیپ خیلی جای کار نداشته اساسا خیلی جزئیاتی وجود نداشته بهش پرداخته بشه متاسفانه علت اونجاهایی هم میتونسته دکور جذابی باشه (بجز جا ) کاملا بی سلیقگی رخ داده. بخش چهارم معما ها: ابتدا توضیح بدم اینجا صرفا معما نقش اونها داستان یا حتی نحوه پیدا کردن سرنخ غیره ملاک هستش، صرفا معما جذابیت پازل گونه اش. معما جذاب هستن خودشون جالبن یعنی وقتی معما حل کنی ازش لذت بردی اسکیپ معما مجموعه ای هستش نحوه پیدا کردن سرنخ نحوه یافتن قفل ، شکل قفل ، تاثیر تعامل بر حل معما مهمترین بخش دلیل مواجه قفل . متاسفانه متاسفانه چون میتونست خیلی خیلی بهتر باشه. شدیدا ضعیف بود یعنی هیچ ارتباطی فضا معما قفل سرنخ وجود نداشت هیچ ارتباطی … یعنی قبرستون چیزهایی میدیدی اساسا نباید باشه!! باعث میشد دیدن اونها تمام حس قرار داشتن درون بازی ببره. بخش ام تئاتر تعاملی / هینت دهی: خوب باز هم بخش های خوبش بگم، نحوه تعامل ایده جالب داره شدیدا دوست داشتنیه جذاب هستش ، چند صحنه ی تئاتر گونه براتون ایجاد میشه اونها هم جالب هستن. هرچند تعامل منفی اصلا ب خوبی تعامل مثبت نیست. تعامل بصورت عجیبی هیچ معنایی وجود نداره یعنی کاری هینت دادن اکتور انجام میده نباید نباید قادر ب انجامش باشه!! یا تعامل منفی شکلگیریش رفتنش دلیلی نداره… انقدر گویا ضرب زور سعی کردن ترس سناریو اضافه کنن حتی فضای تعامل مثبت تئاتر های جذابش هم تحت تاثیر قرار داده خرابش کرده. بخش ششم مکانیک های بازی: بازی تلاش کردن مکانیک های معمول ترس استفاده نکنن تلاش قابل تقدیر مکانیک انتخاب صورت دادن، هرچند پیاده سازیش مشکلاتی ب بود ، انتخابها تنها تا نیمه اول بازی وجود داشت، بهرحال مکانیک بسیار جالبی هستش یکی نقاط قوت بازی هم هست. نبود هیچ قفل مکانیکی قبرستون بودن انواع اقسام قفلهای دیگه بازهم شدیدا لطمه زننده دکور ، گیم پلی معنای بازی بود. بخش هفتم گیم پلی: مسلما پلیر های خوب میدونن مهمترین چیز اسکیپ روم گیم پلی هستش ، اینکه چقدر معنادار درگیر فضا معما اساسا بازی بشی بتونی لذت واقعی وقتت ببری ؛ گیم پلی معما ترس فضاسازی دکور بلکه باور پذیری داستان پلیر هستش … شرمنده ام متاسفانه بازی وجود نداشت، خیلی ساده،، نبود… یعنی اصلا دلیلی نداشت پلیر دزد قبر هستش، کارارو انجام بده … خیلی ساده انجام نمیده… یا پایان بندی داستان هم معنی نداره اینجوری بگم قطعه ای بیرون میای نباید برش داری!! حتی میدونی نباید اینکارو بکنی. وقتی اینها جمع بشه بقیه نقاط ضعف بالا ، دیگه هیچ حسی برات نمیسازه باز هم بهتر میدونم بگم پلیری هستم اصلا دنبال ترس نیست حتی گیم مستری بگه دنبال معما میگردیم تاچ نمیکنیم پلیر شدیدا تشویقش میکنم اینجور اقدامات. نبود اینها دلیل نمیشه منی پلیر ام ۲ تا معمای اول انقدر فضای بازی بیرون بیام، هیچ المانی بهش برنگردم. اخر بلند بودن نقدی داشتم ، شدیدا عذرخواهی میکنم، امیدوارم لذت ببرید بازی، باز هم تاکیید میکنم قطعا زحمت زیادی کشیدن بچه های بلادی اسکیپ، دم همشون گرم امیدوارم دفعه بعدی انقدر بازیشون لذت ببرم فقط فقط بنویسم عالی!,1
